input file name: ../sc-cnn-chainer/dataset/input.dat
train mean loss=0.589446663857, accuracy=0.671703994274
 test mean loss=0.468650490046, accuracy=0.774859309196
epoch 2 / 100
train mean loss=0.463654011488, accuracy=0.780510663986
 test mean loss=0.433936595917, accuracy=0.793621003628
epoch 3 / 100
train mean loss=0.400431394577, accuracy=0.82053154707
 test mean loss=0.424078732729, accuracy=0.806754231453
epoch 4 / 100
train mean loss=0.347247809172, accuracy=0.847316324711
 test mean loss=0.404590159655, accuracy=0.814258933067
epoch 5 / 100
train mean loss=0.287636905909, accuracy=0.878791034222
 test mean loss=0.437076210976, accuracy=0.806754231453
epoch 6 / 100
train mean loss=0.23677200079, accuracy=0.904637813568
 test mean loss=0.478540301323, accuracy=0.800187587738
epoch 7 / 100
train mean loss=0.156787723303, accuracy=0.94059407711
 test mean loss=0.53291118145, accuracy=0.823639750481
epoch 8 / 100
train mean loss=0.103501595557, accuracy=0.963522672653
 test mean loss=0.780921220779, accuracy=0.787992477417
epoch 9 / 100
train mean loss=0.0765447616577, accuracy=0.969671726227
 test mean loss=1.10587084293, accuracy=0.751407146454
epoch 10 / 100
train mean loss=0.0509184636176, accuracy=0.98280352354
 test mean loss=0.820113837719, accuracy=0.812382757664
epoch 11 / 100
train mean loss=0.0284452587366, accuracy=0.991558074951
 test mean loss=1.04317605495, accuracy=0.795497179031
epoch 12 / 100
train mean loss=0.0150437364355, accuracy=0.995726943016
 test mean loss=1.03140246868, accuracy=0.804878056049
epoch 13 / 100
train mean loss=0.0083313267678, accuracy=0.998228251934
 test mean loss=1.05448973179, accuracy=0.798311471939
epoch 14 / 100
train mean loss=0.00801531691104, accuracy=0.997498691082
 test mean loss=1.07027482986, accuracy=0.814258933067
epoch 15 / 100
train mean loss=0.00193520402536, accuracy=0.999583125114
 test mean loss=1.07651591301, accuracy=0.818949341774
epoch 16 / 100
train mean loss=0.00130524986889, accuracy=0.999583125114
 test mean loss=1.07510018349, accuracy=0.814258933067
epoch 17 / 100
train mean loss=0.00103822874371, accuracy=0.999687314034
 test mean loss=1.06211066246, accuracy=0.813320815563
epoch 18 / 100
train mean loss=0.00107743858825, accuracy=0.999583125114
 test mean loss=1.0449783802, accuracy=0.81707316637
epoch 19 / 100
train mean loss=0.00105002324563, accuracy=0.999687314034
 test mean loss=1.02905905247, accuracy=0.816135108471
epoch 20 / 100
train mean loss=0.00109741976485, accuracy=0.999478876591
 test mean loss=1.01260864735, accuracy=0.81707316637
epoch 21 / 100
train mean loss=0.00104628165718, accuracy=0.999583125114
 test mean loss=0.994825780392, accuracy=0.818011283875
epoch 22 / 100
train mean loss=0.00110277382191, accuracy=0.999687314034
 test mean loss=0.994062960148, accuracy=0.812382757664
epoch 23 / 100
train mean loss=0.00108603283297, accuracy=0.999687314034
 test mean loss=0.976168692112, accuracy=0.815196990967
epoch 24 / 100
train mean loss=0.00118165602908, accuracy=0.999687314034
 test mean loss=0.964330971241, accuracy=0.81707316637
epoch 25 / 100
train mean loss=0.0011714764405, accuracy=0.999583125114
 test mean loss=0.944137573242, accuracy=0.818011283875
epoch 26 / 100
train mean loss=0.00114608637523, accuracy=0.999687314034
 test mean loss=0.933544754982, accuracy=0.81707316637
epoch 27 / 100
train mean loss=0.00121884408873, accuracy=0.999478876591
 test mean loss=0.918088018894, accuracy=0.81707316637
epoch 28 / 100
train mean loss=0.00136143725831, accuracy=0.999687314034
 test mean loss=0.913815736771, accuracy=0.818949341774
epoch 29 / 100
train mean loss=0.00125158810988, accuracy=0.999687314034
 test mean loss=0.903705537319, accuracy=0.818011283875
epoch 30 / 100
train mean loss=0.00126129959244, accuracy=0.999583125114
 test mean loss=0.902129352093, accuracy=0.816135108471
epoch 31 / 100
train mean loss=0.0013482455397, accuracy=0.999583125114
 test mean loss=0.889886140823, accuracy=0.816135108471
epoch 32 / 100
train mean loss=0.00128367228899, accuracy=0.999791562557
 test mean loss=0.883648216724, accuracy=0.822701692581
epoch 33 / 100
train mean loss=0.0493765510619, accuracy=0.990515887737
 test mean loss=2.07346129417, accuracy=0.691369593143
epoch 34 / 100
train mean loss=0.395792365074, accuracy=0.8506513834
 test mean loss=0.528238594532, accuracy=0.812382757664
epoch 35 / 100
train mean loss=0.124557137489, accuracy=0.953204810619
 test mean loss=0.607737839222, accuracy=0.818011283875
epoch 36 / 100
train mean loss=0.0466275364161, accuracy=0.984471082687
 test mean loss=0.864509046078, accuracy=0.803939938545
epoch 37 / 100
train mean loss=0.0326621457934, accuracy=0.989056825638
 test mean loss=0.85900837183, accuracy=0.807692289352
epoch 38 / 100
train mean loss=0.0117385862395, accuracy=0.997081816196
 test mean loss=0.952013194561, accuracy=0.803001880646
epoch 39 / 100
train mean loss=0.00278187962249, accuracy=0.999583125114
 test mean loss=0.975396215916, accuracy=0.81050658226
epoch 40 / 100
train mean loss=0.00151458242908, accuracy=0.999583125114
 test mean loss=1.00996172428, accuracy=0.81050658226
epoch 41 / 100
train mean loss=0.00119350175373, accuracy=0.999687314034
 test mean loss=0.987243056297, accuracy=0.814258933067
epoch 42 / 100
train mean loss=0.00104951404501, accuracy=0.999687314034
 test mean loss=0.972436368465, accuracy=0.814258933067
epoch 43 / 100
train mean loss=0.00106607971247, accuracy=0.999583125114
 test mean loss=0.962240219116, accuracy=0.816135108471
epoch 44 / 100
train mean loss=0.00103230285458, accuracy=0.999687314034
 test mean loss=0.964015126228, accuracy=0.812382757664
epoch 45 / 100
train mean loss=0.00111775740515, accuracy=0.999687314034
 test mean loss=0.93414324522, accuracy=0.822701692581
epoch 46 / 100
train mean loss=0.001098185312, accuracy=0.999687314034
 test mean loss=0.92401856184, accuracy=0.818949341774
epoch 47 / 100
train mean loss=0.0011118039256, accuracy=0.999583125114
 test mean loss=0.905470252037, accuracy=0.815196990967
epoch 48 / 100
train mean loss=0.00117153301835, accuracy=0.999687314034
 test mean loss=0.907302856445, accuracy=0.815196990967
epoch 49 / 100
train mean loss=0.00114390347153, accuracy=0.999583125114
 test mean loss=0.892811179161, accuracy=0.820825517178
epoch 50 / 100
train mean loss=0.00121983967256, accuracy=0.999687314034
 test mean loss=0.87948435545, accuracy=0.814258933067
epoch 51 / 100
train mean loss=0.00115715328138, accuracy=0.999687314034
 test mean loss=0.873074650764, accuracy=0.816135108471
epoch 52 / 100
train mean loss=0.00120388856158, accuracy=0.999687314034
 test mean loss=0.865840911865, accuracy=0.820825517178
epoch 53 / 100
train mean loss=0.00129833084065, accuracy=0.999583125114
 test mean loss=0.853477537632, accuracy=0.815196990967
epoch 54 / 100
train mean loss=0.00118031562306, accuracy=0.999583125114
 test mean loss=0.842449963093, accuracy=0.818011283875
epoch 55 / 100
train mean loss=0.00120469462126, accuracy=0.999687314034
 test mean loss=0.843519091606, accuracy=0.818011283875
epoch 56 / 100
train mean loss=0.00126427900977, accuracy=0.999583125114
 test mean loss=0.847464561462, accuracy=0.818949341774
epoch 57 / 100
train mean loss=0.00127031165175, accuracy=0.999583125114
 test mean loss=0.82530015707, accuracy=0.822701692581
epoch 58 / 100
train mean loss=0.00125469721388, accuracy=0.999687314034
 test mean loss=0.837179839611, accuracy=0.821763575077
epoch 59 / 100
train mean loss=0.00130883289967, accuracy=0.999478876591
 test mean loss=0.818358898163, accuracy=0.819887459278
epoch 60 / 100
train mean loss=0.0014109237818, accuracy=0.999583125114
 test mean loss=0.811455011368, accuracy=0.815196990967
epoch 61 / 100
train mean loss=0.0443826168776, accuracy=0.988848388195
 test mean loss=2.81513309479, accuracy=0.629455924034
epoch 62 / 100
train mean loss=0.329429477453, accuracy=0.866492986679
 test mean loss=0.604054033756, accuracy=0.797373354435
epoch 63 / 100
train mean loss=0.115792416036, accuracy=0.955393433571
 test mean loss=0.680778026581, accuracy=0.792682945728
epoch 64 / 100
train mean loss=0.0386786274612, accuracy=0.987389266491
 test mean loss=0.788335025311, accuracy=0.818949341774
epoch 65 / 100
train mean loss=0.0117232063785, accuracy=0.997394502163
 test mean loss=0.984829485416, accuracy=0.81144464016
epoch 66 / 100
train mean loss=0.00303600123152, accuracy=0.999791562557
 test mean loss=0.916020572186, accuracy=0.807692289352
epoch 67 / 100
train mean loss=0.00148839026224, accuracy=0.999687314034
 test mean loss=0.943371117115, accuracy=0.806754231453
epoch 68 / 100
train mean loss=0.00116819678806, accuracy=0.999687314034
 test mean loss=0.941651642323, accuracy=0.81050658226
epoch 69 / 100
train mean loss=0.00109943177085, accuracy=0.999687314034
 test mean loss=0.935679733753, accuracy=0.808630406857
epoch 70 / 100
train mean loss=0.00110264308751, accuracy=0.999687314034
 test mean loss=0.918656826019, accuracy=0.808630406857
epoch 71 / 100
train mean loss=0.00107790541369, accuracy=0.999583125114
 test mean loss=0.904417812824, accuracy=0.812382757664
epoch 72 / 100
train mean loss=0.0011209116783, accuracy=0.999687314034
 test mean loss=0.892210125923, accuracy=0.81144464016
epoch 73 / 100
train mean loss=0.00112877553329, accuracy=0.999687314034
 test mean loss=0.885373830795, accuracy=0.807692289352
epoch 74 / 100
train mean loss=0.00115354161244, accuracy=0.999687314034
 test mean loss=0.878359913826, accuracy=0.812382757664
epoch 75 / 100
train mean loss=0.00118361122441, accuracy=0.999583125114
 test mean loss=0.869295656681, accuracy=0.818011283875
epoch 76 / 100
train mean loss=0.0011885369895, accuracy=0.999687314034
 test mean loss=0.853070914745, accuracy=0.81144464016
epoch 77 / 100
train mean loss=0.00120449846145, accuracy=0.999687314034
 test mean loss=0.850356936455, accuracy=0.81144464016
epoch 78 / 100
train mean loss=0.00121122272685, accuracy=0.999687314034
 test mean loss=0.845469176769, accuracy=0.816135108471
epoch 79 / 100
train mean loss=0.00127348746173, accuracy=0.999478876591
 test mean loss=0.856228172779, accuracy=0.809568464756
epoch 80 / 100
train mean loss=0.118275418878, accuracy=0.95737361908
 test mean loss=0.983072638512, accuracy=0.759849905968
epoch 81 / 100
train mean loss=0.183682903647, accuracy=0.928817093372
 test mean loss=0.9753510952, accuracy=0.758911848068
epoch 82 / 100
train mean loss=0.0607661753893, accuracy=0.978530466557
 test mean loss=0.792727828026, accuracy=0.806754231453
epoch 83 / 100
train mean loss=0.0204947795719, accuracy=0.993225634098
 test mean loss=0.903195202351, accuracy=0.802063763142
epoch 84 / 100
train mean loss=0.00381343974732, accuracy=0.999374687672
 test mean loss=0.969139933586, accuracy=0.808630406857
epoch 85 / 100
train mean loss=0.00150231434964, accuracy=0.999583125114
 test mean loss=0.971409201622, accuracy=0.81050658226
epoch 86 / 100
train mean loss=0.00117718067486, accuracy=0.999583125114
 test mean loss=0.99618858099, accuracy=0.798311471939
epoch 87 / 100
train mean loss=0.0011077595409, accuracy=0.999478876591
 test mean loss=0.959781467915, accuracy=0.812382757664
epoch 88 / 100
train mean loss=0.00108768907376, accuracy=0.999687314034
 test mean loss=0.940961897373, accuracy=0.806754231453
epoch 89 / 100
train mean loss=0.00108535354957, accuracy=0.999687314034
 test mean loss=0.925219714642, accuracy=0.809568464756
epoch 90 / 100
train mean loss=0.00105924834497, accuracy=0.999687314034
 test mean loss=0.918449163437, accuracy=0.809568464756
epoch 91 / 100
train mean loss=0.00107793544885, accuracy=0.999583125114
 test mean loss=0.909579992294, accuracy=0.806754231453
epoch 92 / 100
train mean loss=0.0011222952744, accuracy=0.999583125114
 test mean loss=0.888744711876, accuracy=0.815196990967
epoch 93 / 100
train mean loss=0.00111638917588, accuracy=0.999687314034
 test mean loss=0.911978304386, accuracy=0.802063763142
epoch 94 / 100
train mean loss=0.00118553591892, accuracy=0.999583125114
 test mean loss=0.869625926018, accuracy=0.814258933067
epoch 95 / 100
train mean loss=0.00121196056716, accuracy=0.999583125114
 test mean loss=0.859907925129, accuracy=0.804878056049
epoch 96 / 100
train mean loss=0.00123528728727, accuracy=0.999583125114
 test mean loss=0.857950866222, accuracy=0.81144464016
epoch 97 / 100
train mean loss=0.00118822883815, accuracy=0.999687314034
 test mean loss=0.833723604679, accuracy=0.812382757664
epoch 98 / 100
train mean loss=0.00116486358456, accuracy=0.999687314034
 test mean loss=0.825171887875, accuracy=0.81144464016
epoch 99 / 100
train mean loss=0.00119415356312, accuracy=0.999583125114
 test mean loss=0.833836853504, accuracy=0.81144464016
epoch 100 / 100
train mean loss=0.00128960330039, accuracy=0.999583125114
 test mean loss=0.814067900181, accuracy=0.815196990967
===============  10 / 10 ===============
